ASX Code,Company Name,Status,NCA Intangibles(ExGW)
BOW,Bow Energy Limited,Delisted,0.00
BRK1,BreakFree Limited,Delisted,"61,100,000.00"
BSO,Bass Strait Oil Trust,Delisted,"201,368,000.00"
BWN,Bowen Energy Limited,Delisted,0.00
CCC,Continental Coal Limited,Delisted,--
CCD,Caledon Resources PLC,Delisted,"39,131,000.00"
CEY,Centennial Coal Company Limited,Delisted,0.00
CHL,CCI Holdings Limited,Delisted,"922,911.00"
CHX,CH4 Gas Limited,Delisted,0.00
CLR,Carabella Resources Limited,Delisted,0.00
CMK,Cumnock Coal Limited,Delisted,0.00
CNA1,Coal & Allied Industries Limited,Delisted,"4,500,000.00"
CNX,Carbon Energy Limited,Delisted,"13,567,134.00"
CPL,Coalspur Mines Limited,Delisted,0.00
CPN2,Carpathian Resources Limited,Delisted,--
CQC,Cuesta Coal Limited,Delisted,0.00
CUY,Curnamona Energy Limited,Delisted,0.00
CVI,CVI Energy Corporation Limited,Delisted,--
CWK,Coalworks Limited,Delisted,0.00
CXR,Coplex Resources NL,Delisted,"398,000.00"
DLS,Drillsearch Energy Limited,Delisted,0.00
DTE,Dart Energy Limited,Delisted,0.00
EGO,Empire Oil & Gas NL,Delisted,--
EKA,Eureka Energy Limited,Delisted,0.00
ELK,ELK Petroleum Limited,Delisted,0.00
EOC,Endocoal Limited,Delisted,"400,000.00"
EOR,EOR Group Limited,Delisted,--
ESG,Eastern Star Gas Limited,Delisted,"9,562,000.00"
EWE,East West Energy Limited,Delisted,--
EXT,Extract Resources Ltd,Delisted,0.00
FLX,Felix Resources Limited,Delisted,"189,263,000.00"
FSE,Firestone Energy Limited,Delisted,0.00
FTE,Forte Energy NL,Delisted,0.00
GBP,Global Petroleum Limited,Delisted,0.00
GCL,Gloucester Coal Ltd,Delisted,0.00
GFS,Gasfields Limited,Delisted,0.00
GOG,Great Artesian Oil & Gas Limited,Delisted,0.00
GOP,Gippsland Offshore Petroleum Limited,Delisted,0.00
HDI,Handini Resources Limited,Delisted,0.00
HDR,Hardman Resources Limited,Delisted,0.00
HMR,Hindmarsh Resources Limited,Delisted,0.00
HOG,Hawkley Oil and Gas Limited,Delisted,--
HUN,Hunnu Coal Limited,Delisted,0.00
ICZ,Indus Coal Limited,Delisted,0.00
IND,Indus Energy NL,Delisted,--
IOC,InterOil Corporation,Delisted,0.00
IPM,Incremental Petroleum Limited,Delisted,0.00
ITC,Impress Energy Limited,Delisted,0.00
ITR,Interra Resources Limited,Delisted,"2,210,920.00"
JKA,Jacka Resources Limited,Delisted,--
KPL,Kina Petroleum Limited,Delisted,0.00
KRL,Kangaroo Resources Limited,Delisted,0.00
KTO,K2 Energy Limited,Delisted,--
LDM,Land and Mineral Exploration Limited ,Delisted,--
LGO,Longreach Oil Limited,Delisted,0.00
LHD,Lochard Energy Group plc,Delisted,0.00
LME1,L&M Energy Limited,Delisted,"6,085.00"
LMR,Lemur Resources Limited,Delisted,0.00
LNC,Linc Energy Ltd,Delisted,"2,331,000.00"
LNR,Lonestar Resources Limited,Delisted,0.00
MAC,Macro Corporation Limited,Delisted,0.00
MBC,Malabar Coal Limited,Delisted,"2,965,600.00"
MBC1,Mobile Communications Holdings Limited ,Delisted,0.00
MBT,Mission NewEnergy Limited,Delisted,--
MGN,Magellan Petroleum Corporation,Delisted,0.00
MIO1,Miclyn Express Offshore Limited,Delisted,"546,630.00"
MKE,Mako Hydrocarbons Limited,Delisted,0.00
MOG,Moby Oil & Gas Limited,Delisted,0.00
MOS,Mosaic Oil NL,Delisted,0.00
MRV,Moreton Resources Ltd,Delisted,0.00
NDO,Nido Petroleum Limited,Delisted,0.00
NEL,Nova Energy Limited,Delisted,0.00
NEN,Neon Capital Ltd,Delisted,--
NVS,Novus Petroleum Limited,Delisted,0.00
NXS1,Nexus Energy Limited,Delisted,"12,000.00"
OCA1,Oil Company of Australia Limited,Delisted,0.00
ODN,Odin Energy Limited,Delisted,--
OGL,OGL Resources Limited,Delisted,0.00
OML1,Orogen Minerals Limited,Delisted,0.00
OMO,Omega Oil NL,Delisted,0.00
OPL1,Orchard Petroleum Limited,Delisted,0.00
PAW,Pawnee Energy Limited,Delisted,--
PES,Pure Energy Resources Limited,Delisted,"2,628,095.00"
PEZ,Premiere Eastern Energy Limited,Delisted,"20,648,000.00"
PNL1,Pacific Forest Corporation Limited ,Delisted,"1,007,000.00"
PPP,Pan Pacific Petroleum NL,Delisted,--
PRC,Pike River Coal Limited,Delisted,"5,280,305.00"
PZC,Pan Asia Corporation Limited,Delisted,0.00
QGC,Queensland Gas Company Limited,Delisted,"25,463,000.00"
RAW,Rawson Oil and Gas Ltd,Delisted,0.00
RCI,Rocklands Richfield Limited,Delisted,0.00
RIV,Riversdale Mining Limited,Delisted,0.00
ROC,Roc Oil Company Limited,Delisted,0.00
RPM1,Roma Petroleum NL,Delisted,0.00
RRS,Range Resources Limited,Delisted,0.00
RSP,Resource Pacific Holdings Limited,Delisted,0.00
SAO,Sino Australia Oil & Gas Limited,Delisted,0.00
SEA,Sundance Energy Australia Limited,Delisted,0.00
SEH,Sino Gas & Energy Holdings Limited,Delisted,0.00
SGL2,Sydney Gas Ltd,Delisted,0.00
SHG,Sunshine Gas Limited,Delisted,0.00
SKP,Skyland Petroleum Limited,Delisted,0.00
SLE,Sino-Excel Energy Limited,Delisted,--
SMM,Summit Resources Limited,Delisted,0.00
SNE,Somerton Energy Limited,Delisted,0.00
SPX,Spectrum Metals Limited,Delisted,0.00
SSN,Samson Oil & Gas Limited,Delisted,0.00
STU,Stuart Petroleum Limited,Delisted,0.00
SXP,SAPEX Limited,Delisted,0.00
SXS,Solimar Energy Limited,Delisted,0.00
SYS,Syngas Limited,Delisted,--
TCM,Tiaro Coal Limited,Delisted,0.00
TEX,Target Energy Limited,Delisted,0.00
TIH,Tillegrah Limited,Delisted,--
TXN,Texon Petroleum Limited,Delisted,0.00
UIL,UIL Energy Ltd,Delisted,0.00
UND,U & D Coal Limited,Delisted,"400,000.00"
UNV,Universal Coal Plc,Delisted,"116,811,000.00"
UXA,UXA Resources Ltd,Delisted,--
VNX,Vonex Limited,Delisted,0.00
VOL2,Volant Petroleum Limited,Delisted,0.00
VOY,Voyager Energy Limited,Delisted,0.00
VUL1,Valhalla Uranium Limited,Delisted,0.00
WCC,The Waterberg Coal Company Limited,Delisted,0.00
WCI,Waratah Coal Inc,Delisted,0.00
WCL,Westside Corporation Limited,Delisted,0.00
WOF,Wolf Petroleum Ltd,Delisted,0.00
WWR,"Westwater Resrouces, Inc.",Delisted,0.00
XCD,XCD Energy Limited,Delisted,0.00
XCD1,Xceed Resources Limited,Delisted,0.00
ZTA,Zeta Petroleum Plc,Delisted,--
A1C,AIC Resources Limited,Delisted,0.00
A40,Alita Resources Limited,Delisted,0.00
AAG,Aragon Resources Limited,Delisted,0.00
AAI,Alcoa Inc.,Delisted,"1,584,998,631.00"
ABX2,Abelle Limited,Delisted,0.00
ABY1,Aditya Birla Minerals Limited,Delisted,0.00
ADU,Adamus Resources Limited,Delisted,"441,525.00"
AEC,Ammtec Limited,Delisted,"2,199,971.00"
AGB,Atlantic Gold Corporation,Delisted,"13,443,108.00"
AGC,Agincourt Resources Limited,Delisted,0.00
AGM1,Allegiance Mining NL,Delisted,0.00
AGO,Atlas Iron Limited,Delisted,0.00
AGP,Anglo Pacific Group Plc,Delisted,"317,507,615.00"
AGR1,Australian Gold Resources Limited ,Delisted,0.00
AGU,Aurium Resources Limited,Delisted,0.00
AGZ,A.G.D. Mining Limited,Delisted,0.00
AHA1,Ashanti Goldfields Company Limited,Delisted,"152,761,457.00"
AHR,Anchor Resources Limited,Delisted,0.00
AII,Abra Mining Limited,Delisted,0.00
AKI,African Iron Limited,Delisted,0.00
ALB,Albidon Limited,Delisted,--
ALD2,Allied Gold Mining PLC,Delisted,"868,452.00"
ALM,Aluminex Resources Limited,Delisted,0.00
AMX2,Ampella Mining Limited,Delisted,"82,846.00"
ANB,Australia New Agribusiness & Chemical Group Ltd,Delisted,0.00
AND,Andean Resources Limited,Delisted,0.00
ANE,Auspine Limited,Delisted,"2,787,000.00"
AOH,Altona Mining Limited,Delisted,0.00
AOR,AurionGold Limited,Delisted,"69,125,000.00"
APL2,Australian Plantation Timber Limited,Delisted,0.00
APY1,Asia Pacific Specialty Chemicals Limited,Delisted,0.00
AQA,Aquila Resources Limited,Delisted,"5,223,000.00"
AQP,Aquarius Platinum Limited,Delisted,"23,082,031.00"
AQQ,Aphrodite Gold Limited,Delisted,0.00
ARH,Australasian Resources Limited,Delisted,0.00
ARI,A.C.N 004 410 833 Limited,Delisted,"131,800,000.00"
ARS,ALT RESOURCES LIMITED,Delisted,0.00
ATA,ATC Alloys Ltd,Delisted,--
ATE,Atherton Resources Ltd,Delisted,0.00
ATI,Atlantic Limited,Delisted,--
ATV,Atlantic Gold NL,Delisted,"1,053.00"
AUG1,Aurora Gold Limited,Delisted,0.00
AUO,Austral Coal Limited,Delisted,0.00
AUS,Auselect Limited,Delisted,0.00
AVB,Avanco Resources Limited,Delisted,0.00
AVM,Anvil Mining Limited,Delisted,0.00
AVO,Avoca Resources Limited,Delisted,0.00
AXM,Apex Minerals NL,Delisted,0.00
AXO,Aurox Resources Limited,Delisted,0.00
AXZ,Amex Resources Limited,Delisted,0.00
AYN,Alcyone Resources Limited,Delisted,0.00
AZC,Australian Zircon NL,Delisted,0.00
AZH,Azimuth Resources Limited,Delisted,0.00
AZM,Azumah Resources Limited,Delisted,0.00
AZQ,Ascot Resources Limited,Delisted,0.00
AZR,Aztec Resources Limited,Delisted,0.00
AZX,Auzex Resources Limited,Delisted,0.00
BAB,Bullabulling Gold Limited,Delisted,0.00
BBR,Bora Bora Resources Limited,Delisted,--
BCD,BCD Resources NL,Delisted,0.00
BCO,BCD Resources (Operations) NL,Delisted,0.00
BDR,Beadell Resources Limited,Delisted,0.00
BEZ,Besra Gold Inc,Delisted,0.00
BGF,Ballarat Goldfields NL,Delisted,"171,636.00"
BGH,Bligh Resources Limited,Delisted,0.00
BHU,Beacon Hill Resources Plc,Delisted,0.00
BKA,Buka Minerals Limited,Delisted,0.00
BMM,Bellamel Mining Limited,Delisted,0.00
BMS,Basin Minerals Limited,Delisted,0.00
BMX,Bemax Resources Limited,Delisted,0.00
BOK,Black Oak Minerals Limited,Delisted,0.00
BON1,Bonaparte Diamond Mines NL,Delisted,0.00
BRM,Brockman Resources Limited,Delisted,0.00
BRS1,Bristile Limited,Delisted,"35,775,000.00"
BRW,Breakaway Resources Limited,Delisted,0.00
BSG,Bolnisi Gold NL,Delisted,0.00
BTN,Brighton Mining Group Limited,Delisted,0.00
BTR,Blackthorn Resources Limited,Delisted,0.00
BWD,Blackwood Corporation Limited,Delisted,"34,605.00"
BZL,Braziron Limited,Delisted,--
CBH,CBH Resources Limited,Delisted,0.00
CBM,Cambrian Mining Plc,Delisted,0.00
CBX,Cape Alumina Limited,Delisted,0.00
CCU,Cobar Consolidated Resources Limited,Delisted,"262,783.00"
CDB,Condor Blanco Mines Limited,Delisted,--
CDG,Cleveland Mining Company Limited,Delisted,0.00
CDU,CuDeco Limited,Delisted,0.00
CEN2,Central Australian Phosphate Limited,Delisted,0.00
CGG,Citadel Resource Group Limited,Delisted,"504,170.00"
CGI,Consolidated Global Investments Limited,Delisted,--
CGT,Castlemaine Goldfields Limited,Delisted,0.00
CGX,CGA Mining Limited,Delisted,"35,544,825.00"
CHY,Carter Holt Harvey Limited,Delisted,"73,790,397.00"
CJO,Cerro Resources NL,Delisted,0.00
CKL,Colorpak Limited,Delisted,0.00
CLL1,P Cleland Enterprises Limited,Delisted,--
CLZ1,Coastal Minerals Limited,Delisted,--
CM1,Coolgardie Minerals Limited,Delisted,0.00
CMR,Compass Resources Limited,Delisted,0.00
CMX,Climax Mining Limited,Delisted,0.00
CMY,Capital Mining Limited,Delisted,0.00
CNG1,Central Norseman Gold Corporation Limited,Delisted,0.00
CNH,China Steel Australia Limited,Delisted,0.00
CNT,Centamin Egypt Limited,Delisted,0.00
CO1,Cobalt One Limited,Delisted,0.00
COV,Corvette Resources Limited,Delisted,0.00
CQT,Conquest Mining Limited,Delisted,"42,029,304.00"
CRC,Cortona Resources Limited,Delisted,0.00
CRE,Crescent Gold Limited,Delisted,0.00
CRT,Consolidated Rutile Limited,Delisted,"525,000.00"
CSM,Consolidated Minerals Limited,Delisted,0.00
CTL,Centennial Mining Limited,Delisted,0.00
CTR1,Centaur Mining And Exploration Limited,Delisted,0.00
CTZ,Cable and Telecoms Limited,Delisted,0.00
CUO,Copperco Limited,Delisted,0.00
CUR,Centaurus Resources Limited,Delisted,0.00
CVR,Central Asia Resources Limited,Delisted,"26,637.00"
CVY,Coventry Resources Limited,Delisted,0.00
CWH,CWH Resources Ltd,Delisted,"1,324,185.00"
CXC,Coeur D'Alene Mines Corporation,Delisted,0.00
CZI,Cassini Resources Limited,Delisted,0.00
DGM,Deepgreen Minerals Corporation Limited,Delisted,0.00
DID,Didasko Limited,Delisted,"426,308.00"
DIO,Dioro Exploration NL,Delisted,0.00
DLX,DuluxGroup Limited,Delisted,"79,559,000.00"
DMA,Dynasty Resources Limited,Delisted,0.00
DML,Discovery Metals Limited,Delisted,"858,811.00"
DMM,DMC Mining Limited,Delisted,0.00
DNS,Danae Resources NL,Delisted,0.00
DOM,Dominion Mining Limited,Delisted,0.00
DRA,Dragon Mining Limited,Delisted,0.00
DRD,DRDGold Limited,Delisted,0.00
DRE1,Dalrymple Resources NL,Delisted,0.00
DRM,Doray Minerals Limited,Delisted,0.00
DSB,Delta SBD Limited,Delisted,"24,000.00"
DXL,Dyno Nobel Limited,Delisted,"30,184,891.00"
E3S,E3Sixty Limited,Delisted,--
EAR,Echo Resources Limited,Delisted,0.00
EAU,Eldorado Gold Corporation,Delisted,0.00
EDN,Elkedra Diamonds NL,Delisted,0.00
EGA,Egan Street Resources Limited,Delisted,0.00
EGA1,Eastern Gold Australia Nl ,Delisted,--
ELL,Ellendale Resources NL,Delisted,0.00
ELR,Elsmore Resources Ltd,Delisted,0.00
EMP1,Emperor Mines Limited,Delisted,0.00
ENK,ENK PLC,Delisted,"87,575,466.00"
EQI,Equigold NL,Delisted,0.00
EQM,Equatorial Mining Limited,Delisted,0.00
EQN,Equinox Minerals Limited,Delisted,0.00
ERX,Exore Resources Ltd,Delisted,0.00
EUZ,Europa Metals Ltd,Delisted,0.00
EVF,Evergreen Forests Limited,Delisted,0.00
EVR,Endeavour Mining Corporation,Delisted,0.00
EXC,Exterra Resources Limited,Delisted,0.00
EXG,Excelsior Gold Limited,Delisted,0.00
EXS,Exco Resources Limited,Delisted,0.00
EXU,Explaurum Limited,Delisted,0.00
FAS,Fairstar Resources Limited,Delisted,0.00
FCC,First Cobalt Corp.,Delisted,0.00
FEA,Forest Enterprises Australia Limited,Delisted,"1,801,000.00"
FND,Finders Resources Limited,Delisted,0.00
FRS,FerrAus Limited,Delisted,0.00
FSN,Fusion Resources Limited,Delisted,0.00
FTH,Fifth Element Resources Limited,Delisted,0.00
FXR,Fox Resources Limited,Delisted,0.00
FYA,Fortune Asia Group Ltd,Delisted,0.00
GAU,Great Australian Resources Limited,Delisted,0.00
GBG,Gindalbie Metals Ltd,Delisted,"185,000.00"
GBM,GBM Gold Ltd,Delisted,0.00
GCX,Golden China Resources Corporation,Delisted,0.00
GDA,Gondwana Resources Limited,Delisted,0.00
GDO,Gold One International Limited,Delisted,"717,000.00"
GFI,Global Fortune Investment Limited,Delisted,0.00
GGB,GGG Resources Plc,Delisted,"2,011,385.00"
GGN,Gallery Gold Limited,Delisted,0.00
GIR,Giralia Resources NL,Delisted,0.00
GLY,Glory Resources Limited,Delisted,0.00
GMM,General Mining Corporation Limited,Delisted,0.00
GMS,Gold Mines of Sardinia Limited,Delisted,0.00
GNS,Gunns Limited,Delisted,"7,000.00"
GQH,Gosford Quarry Holdings Limited,Delisted,0.00
GRF,Global Resource Masters Fund Limited,Delisted,--
GRL2,Gawler Resources Limited,Delisted,0.00
GRN,Gravity Diamonds Limited,Delisted,"25,534.00"
GRY,Gryphon Minerals Limited,Delisted,0.00
GSZ,Global Strategic Metals N.L.,Delisted,0.00
GTP,Great Southern Limited,Delisted,--
GUJ,Gujarat Nre Resources NL,Delisted,0.00
HAN,Hanson PLC,Delisted,"132,506,203.00"
HAO,Haoma Mining NL,Delisted,0.00
HAR,Haranga Resources Limited,Delisted,--
HDG,Hodges Resources Limited,Delisted,0.00
HDX,Hughes Drilling Limited,Delisted,--
HER,Herald Resources Limited,Delisted,0.00
HFY,Hill 50 Limited,Delisted,0.00
HIG,Highlands Pacific Limited,Delisted,0.00
HMI,Harvest Minerals Ltd,Delisted,0.00
HRS,Hudson Resources Limited,Delisted,0.00
HSK,Heemskirk Consolidated Limited,Delisted,0.00
HSM,Homestake Mining Company,Delisted,0.00
IBR,Iberian Resources Limited,Delisted,0.00
ICL,International Coal Holdings Limited,Delisted,"1,164,000.00"
ICT1,Incitec Limited,Delisted,"32,947.00"
IDC,Indochine Mining Limited,Delisted,--
IDG,Indago Resources Ltd,Delisted,0.00
IDM,IDM International Ltd,Delisted,0.00
IDO,Indo Mines Limited,Delisted,0.00
IGD,IAMGold Corporation,Delisted,--
IGF,International Goldfields Limited,Delisted,0.00
IGR,Integra Mining Limited,Delisted,0.00
IGS,International Goldfields Limited,Delisted,--
IGX,IGDX Holdings Limited,Delisted,"55,762,765.00"
INI,Intercoal Limited,Delisted,0.00
IOH,Iron Ore Holdings Limited,Delisted,0.00
IPO,International Petroleum Limited,Delisted,0.00
IRL,India Resources Limited,Delisted,0.00
IRN,Indophil Resources NL,Delisted,0.00
ITF,Integrated Tree Cropping Limited,Delisted,"3,572,000.00"
IVA,Inova Resources Limited,Delisted,"13,904,000.00"
IVG,Invictus Gold Limited,Delisted,0.00
IVN,Ivanhoe Mines Ltd,Delisted,0.00
JAK,Jackson Minerals Limited,Delisted,0.00
JBM,Jubilee Mines NL,Delisted,0.00
JML,Jabiru Metals Limited,Delisted,0.00
JMS1,Jupiter Mines Limited,Delisted,"868,881.00"
K2P,Kore Potash Limited,Delisted,0.00
KAB,Kaboko Mining Limited,Delisted,0.00
KAS,Kasbah Resources Limited,Delisted,0.00
KBL,KBL Mining Limited,Delisted,0.00
KDL,Kimberley Diamonds Ltd,Delisted,0.00
KDR,Kidman Resources Limited,Delisted,"12,887.00"
KGM1,Kidston Gold Mines Limited,Delisted,0.00
KIM,Kimberley Diamond Company NL,Delisted,0.00
KMC,Kalgoorlie Mining Company Ltd,Delisted,0.00
KMR,Kumarina Resources Limited,Delisted,0.00
KPC,Kazakhstan Potash Corporation Limited,Delisted,"1,807.00"
KPR,Kupang Resources Limited,Delisted,0.00
KZL,Kagara Limited,Delisted,0.00
LGL,Lihir Gold Limited,Delisted,"20,738,097.00"
LGM,Luiri Gold Limited,Delisted,--
LGR,Lanka Graphite Limited,Delisted,0.00
LIM,Lionore Mining International Limited,Delisted,"7,194,490.00"
LRC,Laguna Resources NL,Delisted,0.00
LRL,Leyshon Resources Limited,Delisted,0.00
LSG,Lion Selection Group Limited,Delisted,--
LST,Lion Selection Limited,Delisted,0.00
LVG,Laverton Gold NL,Delisted,--
LVR,Leviathan Resources Limited,Delisted,0.00
MAG1,Magellan Petroleum Australia Limited,Delisted,0.00
MAN1,Magna Mining NL,Delisted,0.00
MAS,Mesa Minerals Limited,Delisted,"1,075,694.00"
MAV,Mavuzi Resources Limited,Delisted,--
MBK1,Morgan & Banks Limited ,Delisted,0.00
MBN,Mirabela Nickel Limited,Delisted,0.00
MCC,Macarthur Coal Limited,Delisted,0.00
MCO,Morning Star Gold NL,Delisted,0.00
MDD,Mandalong Resources Limtied,Delisted,166.00
MDI1,Moonstone Diamond Corporation Nl ,Delisted,0.00
MDL,Mineral Deposits Limited,Delisted,"2,564.00"
MDO,Mindoro Resources Limited,Delisted,0.00
MED,Merlin Diamonds Limited,Delisted,0.00
MGE1,Magnetic Minerals Limited,Delisted,0.00
MGO,Marengo Mining Limited,Delisted,0.00
MIC,Michelago Limited,Delisted,"11,064.00"
MII,Meridian Minerals Limited,Delisted,"34,070.00"
MIM,M.I.M. Holdings Limited,Delisted,0.00
MIS,Midwest Corporation Limited,Delisted,0.00
MKO,Metaliko Resources Limited,Delisted,0.00
MMC,Marengo Mining Limited,Delisted,0.00
MMG,MMG Limited,Delisted,"95,636,157.00"
MMW,Magma Metals Limited,Delisted,0.00
MMX,Murchison Metals Ltd,Delisted,0.00
MNR,Minotaur Resources Ltd,Delisted,0.00
MNS2,Milnes Holdings Limited,Delisted,0.00
MOD,MOD Resources Limited,Delisted,0.00
MOL,Moly Mines Limited,Delisted,0.00
MOY,Millennium Minerals Limited,Delisted,0.00
MPM,MPI Mines Limited,Delisted,0.00
MRE,Minara Resources Limited,Delisted,0.00
MRP,Macphersons Resources Limited,Delisted,0.00
MRU,Mantra Resources Limited,Delisted,0.00
MTX,Metals Exploration Limited,Delisted,"828,685.00"
MUB,Mongolian Resource Corporation Ltd,Delisted,0.00
MWE,Mawson West Limited,Delisted,0.00
MYG,Mutiny Gold Limited,Delisted,"6,760.00"
MZI,MZI Resources Limited,Delisted,0.00
NCI,National Can Industries Limited,Delisted,"1,794,000.00"
NDY,Normandy Mining Limited,Delisted,0.00
NEM,Newmont Mining Corporation,Delisted,0.00
NFM,Normandy NFM Limited,Delisted,0.00
NFR,Nonferral Recyclers Limited,Delisted,0.00
NGF,Norton Gold Fields Limited,Delisted,0.00
NGM,NGM Resources Limited,Delisted,0.00
NGX,Norseman Gold PLC,Delisted,0.00
NIC1,Nicu Metals Limited,Delisted,0.00
NKP,Nkwe Platinum Limited,Delisted,0.00
NMI,Northern Mining Limited,Delisted,0.00
NMM,Noble Metals Limited,Delisted,0.00
NNG,Northern Gold NL,Delisted,0.00
NOE,Novarise Renewable Resources International Limited,Delisted,0.00
NPX,Nuplex Industries Limited,Delisted,"14,682,047.00"
NQM,North Queensland Metals Limited,Delisted,"183,676.00"
NSN,Natasa Mining Ltd,Delisted,0.00
NWR,Northwest Resources Limited,Delisted,0.00
NYO,Nyota Minerals Limited,Delisted,0.00
NYY,Newmont Yandal Operations Limited,Delisted,0.00
NZC,Nzuri Copper Limited,Delisted,0.00
OBS,Orbis Gold Limited,Delisted,0.00
OGH,Ochre Group Holdings Limited,Delisted,0.00
OGX,Orinoco Gold Limited,Delisted,0.00
OMC,OmegaCorp Limited,Delisted,0.00
ORS,Octagonal Resources Limited,Delisted,0.00
OTR1,Otter Gold Mines Limited,Delisted,"43,300,000.00"
OUM,Outback Metals Limited,Delisted,0.00
PAS,Pasminco Limited,Delisted,--
PCP,Paramount Mining Corporation Limited,Delisted,0.00
PDG,Placer Dome Inc.,Delisted,0.00
PDL1,Petra Diamonds Limited,Delisted,"17,631,590.00"
PEM,Perilya Limited,Delisted,0.00
PGO,Primary Gold Limited,Delisted,0.00
PIR,Papillon Resources Limited,Delisted,0.00
PLA,Platinum Australia Limited,Delisted,0.00
PLR,Pearl River Tyre (Holdings) Limited,Delisted,0.00
PLV,Pluton Resources Limited,Delisted,"284,050.00"
PLX,Pyrolyx AG,Delisted,"10,348,576.00"
PLY,Polymetals Mining Limited,Delisted,0.00
PMH,PacMag Metals Limited,Delisted,0.00
PMM,Portman Limited,Delisted,0.00
PNA,PanAust Limited,Delisted,"9,624,481.00"
POL,Polaris Metals NL,Delisted,"26,048.00"
PPM,Primero Mining Corp.,Delisted,0.00
PRH,Phillips River Mining Limited,Delisted,0.00
PRM1,Plentex Limited,Delisted,"183,485.00"
PRN1,Pelsart Resources NL,Delisted,0.00
PRW,Proto Resources & Investments Ltd,Delisted,0.00
PSH,Penrice Soda Holdings Limited,Delisted,"230,000.00"
PSP,Prosperity Resources Limited,Delisted,0.00
PSV,Perseverance Corporation Limited,Delisted,"24,281,447.00"
PVM,PMI Gold Corporation,Delisted,0.00
PXG,Phoenix Gold Limited,Delisted,0.00
QIN,Quintis Ltd,Delisted,"107,883,000.00"
QMG,Quay Magnesium Limited,Delisted,0.00
QMN,Queensland Mining Corporation Limited,Delisted,0.00
RBK,Red Back Mining NL,Delisted,0.00
RCF,Redcliffe Resources Limited,Delisted,0.00
RCO,Royalco Resources Limited,Delisted,"5,879,167.00"
REM,Reliance Mining Limited,Delisted,0.00
RFV,Rift Valley Resources Limited,Delisted,"23,186.00"
RGS1,Ranger Minerals Limited,Delisted,0.00
RIG,Rongtai International Group Holdings Limited,Delisted,0.00
RIN,Rinker Group Limited,Delisted,"102,478,314.00"
RLK,Rolek Resources Ltd,Delisted,--
RML1,Rusina Mining NL,Delisted,0.00
RNS,Renaissance Minerals Limited,Delisted,0.00
ROL,Robust Resources Limited,Delisted,0.00
RPT,Redport Limited,Delisted,"198,000.00"
RRP,Realm Resources Limited,Delisted,0.00
RTA,Rutila Resources Limited,Delisted,0.00
SAY,South America Iron & Steel Corporation Limited,Delisted,--
SBL,Signature Metals Limited,Delisted,0.00
SBS,Sub-Sahara Resources NL,Delisted,0.00
SCR,Scandinavian Resources Limited,Delisted,0.00
SED,Sedimentary Holdings Limited,Delisted,0.00
SGW,Sons of Gwalia Limited,Delisted,0.00
SGX,Sino Gold Mining Limited,Delisted,0.00
SGZ,Scotgold Resources Limited,Delisted,0.00
SHA,Shannon Resources Limited,Delisted,0.00
SHD,Sherwin Iron Limited,Delisted,0.00
SHX,Shield Mining Limited,Delisted,0.00
SIB,Siberia Mining Corporation Limited,Delisted,0.00
SIR,Sirius Resources NL,Delisted,0.00
SLN,Selwyn Mines Limited,Delisted,0.00
SLP,Sylvania Platinum Limited,Delisted,0.00
SLP1,Stanilite Pacific Limited ,Delisted,--
SLV,Sylvania Resources Limited,Delisted,0.00
SMC,Strategic Minerals Corporation NL,Delisted,0.00
SNV,Sinovus Mining Limited,Delisted,0.00
SPB,South Pacific Resources Limited,Delisted,0.00
SPH,Sphere Minerals Limited,Delisted,0.00
SPX1,Spinifex Gold Limited,Delisted,0.00
SRB,Scarborough Minerals Plc,Delisted,0.00
SRE,Stirling Resources Limited,Delisted,0.00
SRM,Sierra Mining,Delisted,0.00
SSE,Scientific Services Limited,Delisted,0.00
SSX,Smorgon Steel Group Limited,Delisted,"131,518,000.00"
SUM,Sumatra Copper & Gold PLC,Delisted,0.00
SXM,SA Metals Limited,Delisted,0.00
TAW,Tawana Resources NL,Delisted,0.00
TEA,Terra Gold Mining Limited,Delisted,0.00
TGS,Tiger Resources Limited,Delisted,0.00
TGZ,Teranga Gold Corporation,Delisted,0.00
TIM,Timbercorp Limited,Delisted,"119,981,000.00"
TIR,Titan Resources Limited,Delisted,0.00
TKA,Tusker Gold Limited,Delisted,0.00
TKG,Takoradi Limited,Delisted,0.00
TKR,Triako Resources Limited,Delisted,0.00
TLH,Talison Lithium Limited,Delisted,--
TMA,TMA Group of Companies Limited,Delisted,"390,000.00"
TMM,Tasmania Mines Limited,Delisted,0.00
TMR1,Tamaya Resources Limited,Delisted,0.00
TNN,Tenon Limited,Delisted,0.00
TOR1,Ticor Limited,Delisted,"16,069,000.00"
TRF,Trafford Resources Limited,Delisted,0.00
TRO,Triausmin Limited,Delisted,0.00
TTT1,Tritton Resources Limited,Delisted,"313,000.00"
TTY,Territory Resources Limited,Delisted,0.00
TYC,Tethyan Copper Company Limited,Delisted,0.00
UCL,UCL Resources Limited,Delisted,0.00
UKL,Uranium King Limited,Delisted,0.00
UMC,United Minerals Corporation NL,Delisted,0.00
UML,Unity Mining Limited,Delisted,0.00
VCN,Vulcan Resources Limited,Delisted,0.00
VGO,Vantage Goldfields Limited,Delisted,0.00
VRM,Verdant Minerals Ltd,Delisted,0.00
WAL,Wavenet International Limited,Delisted,0.00
